genome,taxid,species
ERR2631786,485,Neisseria gonorrhoeae
ERR2631817,485,Neisseria gonorrhoeae
ERR2631822,485,Neisseria gonorrhoeae
ERR2631837,485,Neisseria gonorrhoeae
ERR2631841,485,Neisseria gonorrhoeae
ERR2631845,485,Neisseria gonorrhoeae
ERR2631847,485,Neisseria gonorrhoeae
ERR2631857,485,Neisseria gonorrhoeae
ERR2631891,485,Neisseria gonorrhoeae
ERR2631893,485,Neisseria gonorrhoeae
ERR2631894,485,Neisseria gonorrhoeae
ERR2631895,485,Neisseria gonorrhoeae
ERR2631907,485,Neisseria gonorrhoeae
ERR2631913,485,Neisseria gonorrhoeae
ERR2631916,485,Neisseria gonorrhoeae
ERR2631931,485,Neisseria gonorrhoeae
ERR2631935,485,Neisseria gonorrhoeae
ERR2631939,485,Neisseria gonorrhoeae
ERR2631950,485,Neisseria gonorrhoeae
ERR2631958,485,Neisseria gonorrhoeae
ERR2631966,485,Neisseria gonorrhoeae
ERR2631971,485,Neisseria gonorrhoeae
ERR2631976,485,Neisseria gonorrhoeae
ERR2631978,485,Neisseria gonorrhoeae
ERR2631982,485,Neisseria gonorrhoeae
ERR2631985,485,Neisseria gonorrhoeae
ERR2631993,485,Neisseria gonorrhoeae
ERR2631994,485,Neisseria gonorrhoeae
ERR2632036,485,Neisseria gonorrhoeae
ERR2632042,485,Neisseria gonorrhoeae
ERR3200827,485,Neisseria gonorrhoeae
ERR3200833,485,Neisseria gonorrhoeae
ERR3200835,485,Neisseria gonorrhoeae
ERR3200840,485,Neisseria gonorrhoeae
ERR3200841,485,Neisseria gonorrhoeae
ERR3200854,485,Neisseria gonorrhoeae
ERR3200856,485,Neisseria gonorrhoeae
ERR3200863,485,Neisseria gonorrhoeae
ERR3200873,485,Neisseria gonorrhoeae
ERR3200885,485,Neisseria gonorrhoeae
ERR3200905,485,Neisseria gonorrhoeae
ERR3200909,485,Neisseria gonorrhoeae
ERR3200928,485,Neisseria gonorrhoeae
ERR3200942,485,Neisseria gonorrhoeae
ERR3200969,485,Neisseria gonorrhoeae
ERR3200979,485,Neisseria gonorrhoeae
ERR3200980,485,Neisseria gonorrhoeae
ERR3201000,485,Neisseria gonorrhoeae
ERR3201005,485,Neisseria gonorrhoeae
ERR3201021,485,Neisseria gonorrhoeae
ERR3201028,485,Neisseria gonorrhoeae
ERR3201039,485,Neisseria gonorrhoeae
ERR3201047,485,Neisseria gonorrhoeae
ERR3201062,485,Neisseria gonorrhoeae
ERR3201063,485,Neisseria gonorrhoeae
ERR3201066,485,Neisseria gonorrhoeae
ERR3201070,485,Neisseria gonorrhoeae
ERR3201084,485,Neisseria gonorrhoeae
ERR3201085,485,Neisseria gonorrhoeae
ERR3201097,485,Neisseria gonorrhoeae
ERR3201110,485,Neisseria gonorrhoeae
ERR3201116,485,Neisseria gonorrhoeae
ERR3201181,485,Neisseria gonorrhoeae
ERR3201187,485,Neisseria gonorrhoeae
ERR3201198,485,Neisseria gonorrhoeae
ERR3201213,485,Neisseria gonorrhoeae
ERR3201220,485,Neisseria gonorrhoeae
ERR3201223,485,Neisseria gonorrhoeae
ERR3201228,485,Neisseria gonorrhoeae
ERR3201233,485,Neisseria gonorrhoeae
ERR3201236,485,Neisseria gonorrhoeae
ERR3201238,485,Neisseria gonorrhoeae
ERR3201249,485,Neisseria gonorrhoeae
ERR3201270,485,Neisseria gonorrhoeae
ERR3201277,485,Neisseria gonorrhoeae
ERR3201284,485,Neisseria gonorrhoeae
ERR3201286,485,Neisseria gonorrhoeae
ERR3201287,485,Neisseria gonorrhoeae
ERR3201291,485,Neisseria gonorrhoeae
ERR3201302,485,Neisseria gonorrhoeae
ERR3201308,485,Neisseria gonorrhoeae
ERR3201311,485,Neisseria gonorrhoeae
ERR3201315,485,Neisseria gonorrhoeae
ERR3201319,485,Neisseria gonorrhoeae
ERR3201326,485,Neisseria gonorrhoeae
ERR3201338,485,Neisseria gonorrhoeae
ERR3201339,485,Neisseria gonorrhoeae
ERR3201364,485,Neisseria gonorrhoeae
ERR3201374,485,Neisseria gonorrhoeae
ERR349890,485,Neisseria gonorrhoeae
ERR349891,485,Neisseria gonorrhoeae
ERR349892,485,Neisseria gonorrhoeae
ERR349893,485,Neisseria gonorrhoeae
ERR349905,485,Neisseria gonorrhoeae
ERR349922,485,Neisseria gonorrhoeae
ERR349925,485,Neisseria gonorrhoeae
ERR349930,485,Neisseria gonorrhoeae
ERR349932,485,Neisseria gonorrhoeae
ERR349973,485,Neisseria gonorrhoeae
ERR363597,485,Neisseria gonorrhoeae
ERR363602,485,Neisseria gonorrhoeae
ERR363612,485,Neisseria gonorrhoeae
ERR363613,485,Neisseria gonorrhoeae
ERR363620,485,Neisseria gonorrhoeae
ERR363624,485,Neisseria gonorrhoeae
ERR363636,485,Neisseria gonorrhoeae
ERR363639,485,Neisseria gonorrhoeae
ERR363642,485,Neisseria gonorrhoeae
ERR363657,485,Neisseria gonorrhoeae
ERR363670,485,Neisseria gonorrhoeae
ERR388280,485,Neisseria gonorrhoeae
ERR388285,485,Neisseria gonorrhoeae
ERR388296,485,Neisseria gonorrhoeae
ERR388298,485,Neisseria gonorrhoeae
ERR388311,485,Neisseria gonorrhoeae
ERR388322,485,Neisseria gonorrhoeae
ERR388331,485,Neisseria gonorrhoeae
ERR388339,485,Neisseria gonorrhoeae
ERR388342,485,Neisseria gonorrhoeae
ERR388353,485,Neisseria gonorrhoeae
ERR388356,485,Neisseria gonorrhoeae
ERR388360,485,Neisseria gonorrhoeae
ERR388380,485,Neisseria gonorrhoeae
ERR388389,485,Neisseria gonorrhoeae
ERR388405,485,Neisseria gonorrhoeae
ERR388413,485,Neisseria gonorrhoeae
ERR388417,485,Neisseria gonorrhoeae
ERR388422,485,Neisseria gonorrhoeae
ERR388430,485,Neisseria gonorrhoeae
ERR388437,485,Neisseria gonorrhoeae
ERR388450,485,Neisseria gonorrhoeae
ERR449468,485,Neisseria gonorrhoeae
ERR449480,485,Neisseria gonorrhoeae
ERR449482,485,Neisseria gonorrhoeae
ERR449484,485,Neisseria gonorrhoeae
ERR449486,485,Neisseria gonorrhoeae
ERR449497,485,Neisseria gonorrhoeae
ERR449510,485,Neisseria gonorrhoeae
ERR449511,485,Neisseria gonorrhoeae
ERR449513,485,Neisseria gonorrhoeae
ERR485170,485,Neisseria gonorrhoeae
ERR854871,485,Neisseria gonorrhoeae
ERR854879,485,Neisseria gonorrhoeae
ERR854884,485,Neisseria gonorrhoeae
ERR854885,485,Neisseria gonorrhoeae
ERR854886,485,Neisseria gonorrhoeae
ERR854897,485,Neisseria gonorrhoeae
ERR854898,485,Neisseria gonorrhoeae
ERR854900,485,Neisseria gonorrhoeae
ERR854902,485,Neisseria gonorrhoeae
ERR854904,485,Neisseria gonorrhoeae
ERR854905,485,Neisseria gonorrhoeae
ERR854909,485,Neisseria gonorrhoeae
ERR854921,485,Neisseria gonorrhoeae
ERR854932,485,Neisseria gonorrhoeae
ERR854934,485,Neisseria gonorrhoeae
ERR854939,485,Neisseria gonorrhoeae
ERR854945,485,Neisseria gonorrhoeae
ERR854946,485,Neisseria gonorrhoeae
ERR854953,485,Neisseria gonorrhoeae
ERR854966,485,Neisseria gonorrhoeae
ERR855002,485,Neisseria gonorrhoeae
ERR855015,485,Neisseria gonorrhoeae
ERR855046,485,Neisseria gonorrhoeae
ERR855075,485,Neisseria gonorrhoeae
ERR855085,485,Neisseria gonorrhoeae
ERR855099,485,Neisseria gonorrhoeae
ERR855123,485,Neisseria gonorrhoeae
ERR855137,485,Neisseria gonorrhoeae
ERR855147,485,Neisseria gonorrhoeae
ERR855154,485,Neisseria gonorrhoeae
ERR855164,485,Neisseria gonorrhoeae
ERR855165,485,Neisseria gonorrhoeae
ERR855166,485,Neisseria gonorrhoeae
ERR855170,485,Neisseria gonorrhoeae
ERR855172,485,Neisseria gonorrhoeae
ERR855175,485,Neisseria gonorrhoeae
ERR855180,485,Neisseria gonorrhoeae
ERR855185,485,Neisseria gonorrhoeae
ERR855193,485,Neisseria gonorrhoeae
ERR855197,485,Neisseria gonorrhoeae
ERR855216,485,Neisseria gonorrhoeae
ERR855219,485,Neisseria gonorrhoeae
ERR855237,485,Neisseria gonorrhoeae
ERR855242,485,Neisseria gonorrhoeae
ERR855252,485,Neisseria gonorrhoeae
ERR855262,485,Neisseria gonorrhoeae
ERR855266,485,Neisseria gonorrhoeae
ERR855268,485,Neisseria gonorrhoeae
ERR855275,485,Neisseria gonorrhoeae
ERR855276,485,Neisseria gonorrhoeae
ERR855278,485,Neisseria gonorrhoeae
ERR855283,485,Neisseria gonorrhoeae
ERR855285,485,Neisseria gonorrhoeae
ERR855287,485,Neisseria gonorrhoeae
ERR855288,485,Neisseria gonorrhoeae
ERR855297,485,Neisseria gonorrhoeae
ERR855314,485,Neisseria gonorrhoeae
ERR855315,485,Neisseria gonorrhoeae
ERR855321,485,Neisseria gonorrhoeae
ERR855327,485,Neisseria gonorrhoeae
ERR855331,485,Neisseria gonorrhoeae
ERR855332,485,Neisseria gonorrhoeae
ERR855334,485,Neisseria gonorrhoeae
ERR855338,485,Neisseria gonorrhoeae
ERR855342,485,Neisseria gonorrhoeae
ERR855354,485,Neisseria gonorrhoeae
ERR855393,485,Neisseria gonorrhoeae
ERR855402,485,Neisseria gonorrhoeae
ERR855408,485,Neisseria gonorrhoeae
ERR855413,485,Neisseria gonorrhoeae
ERR855426,485,Neisseria gonorrhoeae
ERR855433,485,Neisseria gonorrhoeae
ERR855435,485,Neisseria gonorrhoeae
ERR956670,485,Neisseria gonorrhoeae
ERR956678,485,Neisseria gonorrhoeae
ERR956682,485,Neisseria gonorrhoeae
ERR956693,485,Neisseria gonorrhoeae
ERR971374,485,Neisseria gonorrhoeae
FD01847583,90371,Salmonella Typhimurium
FD01847615,90371,Salmonella Typhimurium
FD01847630,90371,Salmonella Typhimurium
FD01849051,90371,Salmonella Typhimurium
FD01849068,90371,Salmonella Typhimurium
FD01849100,90371,Salmonella Typhimurium
FD01849107,90371,Salmonella Typhimurium
FD01849217,90371,Salmonella Typhimurium
FD01849235,90371,Salmonella Typhimurium
FD01849249,90371,Salmonella Typhimurium
FD01849260,90371,Salmonella Typhimurium
FD01849264,90371,Salmonella Typhimurium
FD01849276,90371,Salmonella Typhimurium
FD01849277,90371,Salmonella Typhimurium
FD01849292,90371,Salmonella Typhimurium
FD01849293,90371,Salmonella Typhimurium
FD01849298,90371,Salmonella Typhimurium
FD01849301,90371,Salmonella Typhimurium
FD01849309,90371,Salmonella Typhimurium
FD01849313,90371,Salmonella Typhimurium
FD01849325,90371,Salmonella Typhimurium
FD01849337,90371,Salmonella Typhimurium
FD01849347,90371,Salmonella Typhimurium
FD01849354,90371,Salmonella Typhimurium
FD01849355,90371,Salmonella Typhimurium
FD01849362,90371,Salmonella Typhimurium
FD01849363,90371,Salmonella Typhimurium
FD01849369,90371,Salmonella Typhimurium
FD01849370,90371,Salmonella Typhimurium
FD01849374,90371,Salmonella Typhimurium
FD01849375,90371,Salmonella Typhimurium
FD01849379,90371,Salmonella Typhimurium
FD01849389,90371,Salmonella Typhimurium
FD01849390,90371,Salmonella Typhimurium
FD01849399,90371,Salmonella Typhimurium
FD01849400,90371,Salmonella Typhimurium
FD01849403,90371,Salmonella Typhimurium
FD01849406,90371,Salmonella Typhimurium
FD01849426,90371,Salmonella Typhimurium
FD01849429,90371,Salmonella Typhimurium
FD01849430,90371,Salmonella Typhimurium
FD01849443,90371,Salmonella Typhimurium
FD01849445,90371,Salmonella Typhimurium
FD01872943,90371,Salmonella Typhimurium
FD01872944,90371,Salmonella Typhimurium
FD01872945,90371,Salmonella Typhimurium
FD01872946,90371,Salmonella Typhimurium
FD01872947,90371,Salmonella Typhimurium
FD01872948,90371,Salmonella Typhimurium
FD01872949,90371,Salmonella Typhimurium
FD01872950,90371,Salmonella Typhimurium
FD01872951,90371,Salmonella Typhimurium
FD01872952,90371,Salmonella Typhimurium
FD01872955,90371,Salmonella Typhimurium
FD01872959,90371,Salmonella Typhimurium
FD01872960,90371,Salmonella Typhimurium
FD01872961,90371,Salmonella Typhimurium
FD01872962,90371,Salmonella Typhimurium
FD01872963,90371,Salmonella Typhimurium
FD01872964,90371,Salmonella Typhimurium
FD01872966,90371,Salmonella Typhimurium
FD01872967,90371,Salmonella Typhimurium
FD01872968,90371,Salmonella Typhimurium
FD01872969,90371,Salmonella Typhimurium
FD01872970,90371,Salmonella Typhimurium
FD01872971,90371,Salmonella Typhimurium
FD01872974,90371,Salmonella Typhimurium
FD01872975,90371,Salmonella Typhimurium
FD01872976,90371,Salmonella Typhimurium
FD01872978,90371,Salmonella Typhimurium
FD01872983,90371,Salmonella Typhimurium
FD01872984,90371,Salmonella Typhimurium
FD01872986,90371,Salmonella Typhimurium
FD01872987,90371,Salmonella Typhimurium
FD01872988,90371,Salmonella Typhimurium
FD01872989,90371,Salmonella Typhimurium
FD01872991,90371,Salmonella Typhimurium
FD01872992,90371,Salmonella Typhimurium
FD01872993,90371,Salmonella Typhimurium
FD01872996,90371,Salmonella Typhimurium
FD01872997,90371,Salmonella Typhimurium
FD01872998,90371,Salmonella Typhimurium
FD01873000,90371,Salmonella Typhimurium
FD01873001,90371,Salmonella Typhimurium
FD01873003,90371,Salmonella Typhimurium
FD01873004,90371,Salmonella Typhimurium
FD01873005,90371,Salmonella Typhimurium
FD01873006,90371,Salmonella Typhimurium
FD01873007,90371,Salmonella Typhimurium
FD01873009,90371,Salmonella Typhimurium
FD01873010,90371,Salmonella Typhimurium
FD01873012,90371,Salmonella Typhimurium
FD01873013,90371,Salmonella Typhimurium
FD01873014,90371,Salmonella Typhimurium
FD01873015,90371,Salmonella Typhimurium
FD01873016,90371,Salmonella Typhimurium
FD01873019,90371,Salmonella Typhimurium
FD01873020,90371,Salmonella Typhimurium
FD01873021,90371,Salmonella Typhimurium
FD01873023,90371,Salmonella Typhimurium
FD01873024,90371,Salmonella Typhimurium
FD01873025,90371,Salmonella Typhimurium
FD01873026,90371,Salmonella Typhimurium
FD01873027,90371,Salmonella Typhimurium
FD01873030,90371,Salmonella Typhimurium
FD01873033,90371,Salmonella Typhimurium
FD01873034,90371,Salmonella Typhimurium
FD01873035,90371,Salmonella Typhimurium
FD01873036,90371,Salmonella Typhimurium
FD01873037,90371,Salmonella Typhimurium
FD01873039,90371,Salmonella Typhimurium
FD01873040,90371,Salmonella Typhimurium
FD01873042,90371,Salmonella Typhimurium
FD01873043,90371,Salmonella Typhimurium
FD01873044,90371,Salmonella Typhimurium
FD01873045,90371,Salmonella Typhimurium
FD01873048,90371,Salmonella Typhimurium
FD01873049,90371,Salmonella Typhimurium
FD01873050,90371,Salmonella Typhimurium
FD01873051,90371,Salmonella Typhimurium
FD01873052,90371,Salmonella Typhimurium
FD01873054,90371,Salmonella Typhimurium
FD01873055,90371,Salmonella Typhimurium
FD01873056,90371,Salmonella Typhimurium
FD01873057,90371,Salmonella Typhimurium
FD01873058,90371,Salmonella Typhimurium
FD01873060,90371,Salmonella Typhimurium
FD01873061,90371,Salmonella Typhimurium
FD01873062,90371,Salmonella Typhimurium
FD01873063,90371,Salmonella Typhimurium
FD01873064,90371,Salmonella Typhimurium
FD01873065,90371,Salmonella Typhimurium
FD01873066,90371,Salmonella Typhimurium
FD01873067,90371,Salmonella Typhimurium
FD01873068,90371,Salmonella Typhimurium
FD01873069,90371,Salmonella Typhimurium
FD01873070,90371,Salmonella Typhimurium
FD01873071,90371,Salmonella Typhimurium
FD01873072,90371,Salmonella Typhimurium
FD01873073,90371,Salmonella Typhimurium
FD01873076,90371,Salmonella Typhimurium
FD01873077,90371,Salmonella Typhimurium
FD01873078,90371,Salmonella Typhimurium
FD01873079,90371,Salmonella Typhimurium
FD01873081,90371,Salmonella Typhimurium
FD01873082,90371,Salmonella Typhimurium
FD01873083,90371,Salmonella Typhimurium
FD01873085,90371,Salmonella Typhimurium
FD01873086,90371,Salmonella Typhimurium
FD01873087,90371,Salmonella Typhimurium
FD01873088,90371,Salmonella Typhimurium
FD01873090,90371,Salmonella Typhimurium
FD01873091,90371,Salmonella Typhimurium
FD01873092,90371,Salmonella Typhimurium
FD01873093,90371,Salmonella Typhimurium
FD01873095,90371,Salmonella Typhimurium
FD01873096,90371,Salmonella Typhimurium
FD01873097,90371,Salmonella Typhimurium
FD01873098,90371,Salmonella Typhimurium
FD01873099,90371,Salmonella Typhimurium
FD01873100,90371,Salmonella Typhimurium
FD01873101,90371,Salmonella Typhimurium
FD01873104,90371,Salmonella Typhimurium
FD01873105,90371,Salmonella Typhimurium
FD01873109,90371,Salmonella Typhimurium
FD01873110,90371,Salmonella Typhimurium
FD01873111,90371,Salmonella Typhimurium
FD01873112,90371,Salmonella Typhimurium
FD01873113,90371,Salmonella Typhimurium
FD01873114,90371,Salmonella Typhimurium
FD01873115,90371,Salmonella Typhimurium
FD01873116,90371,Salmonella Typhimurium
FD01873118,90371,Salmonella Typhimurium
FD01873119,90371,Salmonella Typhimurium
FD01873120,90371,Salmonella Typhimurium
FD01873121,90371,Salmonella Typhimurium
FD01873123,90371,Salmonella Typhimurium
FD01873125,90371,Salmonella Typhimurium
FD01873128,90371,Salmonella Typhimurium
FD01873129,90371,Salmonella Typhimurium
FD01873132,90371,Salmonella Typhimurium
FD01873133,90371,Salmonella Typhimurium
FD01873134,90371,Salmonella Typhimurium
FD01873136,90371,Salmonella Typhimurium
FD01873137,90371,Salmonella Typhimurium
FD01873139,90371,Salmonella Typhimurium
FD01873140,90371,Salmonella Typhimurium
FD01873141,90371,Salmonella Typhimurium
FD01873143,90371,Salmonella Typhimurium
FD01873144,90371,Salmonella Typhimurium
FD01873145,90371,Salmonella Typhimurium
FD01873146,90371,Salmonella Typhimurium
FD01873149,90371,Salmonella Typhimurium
FD01873150,90371,Salmonella Typhimurium
FD01873151,90371,Salmonella Typhimurium
FD01873152,90371,Salmonella Typhimurium
FD01873155,90371,Salmonella Typhimurium
FD01873159,90371,Salmonella Typhimurium
FD01873160,90371,Salmonella Typhimurium
FD01873161,90371,Salmonella Typhimurium
FD01873163,90371,Salmonella Typhimurium
FD01873165,90371,Salmonella Typhimurium
FD01873166,90371,Salmonella Typhimurium
FD01873167,90371,Salmonella Typhimurium
FD01873168,90371,Salmonella Typhimurium
FD01873174,90371,Salmonella Typhimurium
FD01873176,90371,Salmonella Typhimurium
FD01873177,90371,Salmonella Typhimurium
FD01873183,90371,Salmonella Typhimurium
FD01873184,90371,Salmonella Typhimurium
FD01873188,90371,Salmonella Typhimurium
FD01873189,90371,Salmonella Typhimurium
FD01873191,90371,Salmonella Typhimurium
FD01873192,90371,Salmonella Typhimurium
FD01873194,90371,Salmonella Typhimurium
FD01873195,90371,Salmonella Typhimurium
FD01873197,90371,Salmonella Typhimurium
FD01873199,90371,Salmonella Typhimurium
FD01873200,90371,Salmonella Typhimurium
FD01873201,90371,Salmonella Typhimurium
FD01873202,90371,Salmonella Typhimurium
FD01873203,90371,Salmonella Typhimurium
FD01873207,90371,Salmonella Typhimurium
FD01873210,90371,Salmonella Typhimurium
FD01873215,90371,Salmonella Typhimurium
FD01873216,90371,Salmonella Typhimurium
FD01873220,90371,Salmonella Typhimurium
FD01873222,90371,Salmonella Typhimurium
FD01873224,90371,Salmonella Typhimurium
FD01873226,90371,Salmonella Typhimurium
FD01873227,90371,Salmonella Typhimurium
FD01873232,90371,Salmonella Typhimurium
FD01873233,90371,Salmonella Typhimurium
FD01873235,90371,Salmonella Typhimurium
FD01873236,90371,Salmonella Typhimurium
FD01873237,90371,Salmonella Typhimurium
FD01873238,90371,Salmonella Typhimurium
FD01873239,90371,Salmonella Typhimurium
FD01873240,90371,Salmonella Typhimurium
FD01873241,90371,Salmonella Typhimurium
FD01873242,90371,Salmonella Typhimurium
FD01873243,90371,Salmonella Typhimurium
FD01873244,90371,Salmonella Typhimurium
FD01873246,90371,Salmonella Typhimurium
FD01873247,90371,Salmonella Typhimurium
FD01873248,90371,Salmonella Typhimurium
FD01873250,90371,Salmonella Typhimurium
FD01873251,90371,Salmonella Typhimurium
FD01873252,90371,Salmonella Typhimurium
FD01873253,90371,Salmonella Typhimurium
FD01873254,90371,Salmonella Typhimurium
FD01873257,90371,Salmonella Typhimurium
FD01873258,90371,Salmonella Typhimurium
FD01873260,90371,Salmonella Typhimurium
FD01873261,90371,Salmonella Typhimurium
FD01873262,90371,Salmonella Typhimurium
FD01873265,90371,Salmonella Typhimurium
FD01873266,90371,Salmonella Typhimurium
FD01873267,90371,Salmonella Typhimurium
FD01873268,90371,Salmonella Typhimurium
FD01873271,90371,Salmonella Typhimurium
FD01873273,90371,Salmonella Typhimurium
FD01873276,90371,Salmonella Typhimurium
FD01873277,90371,Salmonella Typhimurium
FD01873278,90371,Salmonella Typhimurium
FD01873279,90371,Salmonella Typhimurium
FD01873280,90371,Salmonella Typhimurium
FD01873281,90371,Salmonella Typhimurium
FD01873282,90371,Salmonella Typhimurium
FD01873284,90371,Salmonella Typhimurium
FD01873286,90371,Salmonella Typhimurium
FD01873291,90371,Salmonella Typhimurium
FD01873292,90371,Salmonella Typhimurium
FD01873294,90371,Salmonella Typhimurium
FD01873295,90371,Salmonella Typhimurium
FD01873296,90371,Salmonella Typhimurium
FD01873298,90371,Salmonella Typhimurium
FD01873300,90371,Salmonella Typhimurium
FD01873303,90371,Salmonella Typhimurium
FD01873305,90371,Salmonella Typhimurium
FD01873307,90371,Salmonella Typhimurium
FD01873309,90371,Salmonella Typhimurium
FD01873310,90371,Salmonella Typhimurium
FD01873311,90371,Salmonella Typhimurium
FD01873312,90371,Salmonella Typhimurium
FD01873314,90371,Salmonella Typhimurium
FD01873316,90371,Salmonella Typhimurium
FD01873317,90371,Salmonella Typhimurium
FD01873318,90371,Salmonella Typhimurium
FD01873319,90371,Salmonella Typhimurium
FD01873324,90371,Salmonella Typhimurium
FD01873326,90371,Salmonella Typhimurium
FD01873328,90371,Salmonella Typhimurium
FD01873330,90371,Salmonella Typhimurium
FD01873331,90371,Salmonella Typhimurium
FD01873332,90371,Salmonella Typhimurium
FD01873333,90371,Salmonella Typhimurium
FD01873334,90371,Salmonella Typhimurium
FD01873337,90371,Salmonella Typhimurium
FD01873338,90371,Salmonella Typhimurium
FD01873339,90371,Salmonella Typhimurium
FD01873340,90371,Salmonella Typhimurium
FD01873341,90371,Salmonella Typhimurium
FD01873342,90371,Salmonella Typhimurium
FD01873343,90371,Salmonella Typhimurium
FD01873346,90371,Salmonella Typhimurium
FD01873348,90371,Salmonella Typhimurium
FD01873349,90371,Salmonella Typhimurium
FD01873350,90371,Salmonella Typhimurium
FD01873352,90371,Salmonella Typhimurium
FD01873353,90371,Salmonella Typhimurium
FD01873354,90371,Salmonella Typhimurium
FD01873356,90371,Salmonella Typhimurium
FD01873360,90371,Salmonella Typhimurium
FD01873361,90371,Salmonella Typhimurium
FD01873362,90371,Salmonella Typhimurium
FD01873363,90371,Salmonella Typhimurium
FD01873365,90371,Salmonella Typhimurium
FD01873366,90371,Salmonella Typhimurium
FD01873368,90371,Salmonella Typhimurium
FD01873369,90371,Salmonella Typhimurium
FD01873371,90371,Salmonella Typhimurium
FD01873372,90371,Salmonella Typhimurium
FD01873374,90371,Salmonella Typhimurium
FD01873377,90371,Salmonella Typhimurium
FD01873378,90371,Salmonella Typhimurium
FD01873379,90371,Salmonella Typhimurium
FD01873380,90371,Salmonella Typhimurium
FD01873381,90371,Salmonella Typhimurium
FD01873382,90371,Salmonella Typhimurium
FD01873384,90371,Salmonella Typhimurium
FD01873385,90371,Salmonella Typhimurium
FD01873387,90371,Salmonella Typhimurium
FD01873394,90371,Salmonella Typhimurium
FD01873395,90371,Salmonella Typhimurium
FD01873396,90371,Salmonella Typhimurium
FD01873400,90371,Salmonella Typhimurium
FD01873401,90371,Salmonella Typhimurium
FD01873402,90371,Salmonella Typhimurium
FD01873403,90371,Salmonella Typhimurium
FD01873404,90371,Salmonella Typhimurium
FD01873405,90371,Salmonella Typhimurium
FD01873406,90371,Salmonella Typhimurium
FD01873407,90371,Salmonella Typhimurium
FD01873408,90371,Salmonella Typhimurium
FD01873411,90371,Salmonella Typhimurium
FD01873412,90371,Salmonella Typhimurium
FD01873413,90371,Salmonella Typhimurium
FD01873414,90371,Salmonella Typhimurium
FD01873416,90371,Salmonella Typhimurium
FD01873417,90371,Salmonella Typhimurium
FD01873420,90371,Salmonella Typhimurium
FD01873421,90371,Salmonella Typhimurium
FD01874773,90371,Salmonella Typhimurium
FD01874774,90371,Salmonella Typhimurium
FD01874777,90371,Salmonella Typhimurium
FD01874778,90371,Salmonella Typhimurium
FD01874782,90371,Salmonella Typhimurium
FD01874784,90371,Salmonella Typhimurium
FD01874789,90371,Salmonella Typhimurium
FD01874792,90371,Salmonella Typhimurium
FD01874800,90371,Salmonella Typhimurium
FD01874803,90371,Salmonella Typhimurium
FD01874816,90371,Salmonella Typhimurium
FD01874818,90371,Salmonella Typhimurium
FD01874824,90371,Salmonella Typhimurium
FD01874833,90371,Salmonella Typhimurium
FD01874845,90371,Salmonella Typhimurium
FD01874846,90371,Salmonella Typhimurium
FD01874847,90371,Salmonella Typhimurium
FD01874853,90371,Salmonella Typhimurium
FD01874858,90371,Salmonella Typhimurium
FD01874864,90371,Salmonella Typhimurium
FD01875293,90371,Salmonella Typhimurium
FD01875317,90371,Salmonella Typhimurium
FD01875462,90371,Salmonella Typhimurium
FD01875470,90371,Salmonella Typhimurium
FD01875486,90371,Salmonella Typhimurium
FD01875510,90371,Salmonella Typhimurium
FD01875518,90371,Salmonella Typhimurium
FD01875543,90371,Salmonella Typhimurium
FD01875544,90371,Salmonella Typhimurium
FD01875545,90371,Salmonella Typhimurium
FD01875546,90371,Salmonella Typhimurium
FD01875547,90371,Salmonella Typhimurium
FD01875548,90371,Salmonella Typhimurium
FD01875549,90371,Salmonella Typhimurium
FD01875550,90371,Salmonella Typhimurium
FD01875553,90371,Salmonella Typhimurium
FD01875554,90371,Salmonella Typhimurium
FD01875555,90371,Salmonella Typhimurium
FD01875556,90371,Salmonella Typhimurium
FD01875557,90371,Salmonella Typhimurium
FD01875558,90371,Salmonella Typhimurium
FD01875562,90371,Salmonella Typhimurium
FD01875563,90371,Salmonella Typhimurium
FD01875565,90371,Salmonella Typhimurium
FD01875566,90371,Salmonella Typhimurium
FD01875567,90371,Salmonella Typhimurium
FD01875568,90371,Salmonella Typhimurium
FD01875569,90371,Salmonella Typhimurium
FD01875570,90371,Salmonella Typhimurium
FD01875571,90371,Salmonella Typhimurium
FD01875573,90371,Salmonella Typhimurium
FD01875574,90371,Salmonella Typhimurium
FD01875575,90371,Salmonella Typhimurium
FD01875576,90371,Salmonella Typhimurium
FD01875577,90371,Salmonella Typhimurium
FD01875578,90371,Salmonella Typhimurium
FD01875579,90371,Salmonella Typhimurium
FD01875580,90371,Salmonella Typhimurium
FD01875583,90371,Salmonella Typhimurium
FD01875584,90371,Salmonella Typhimurium
FD01875585,90371,Salmonella Typhimurium
FD01875587,90371,Salmonella Typhimurium
FD01875588,90371,Salmonella Typhimurium
FD01875591,90371,Salmonella Typhimurium
FD01875592,90371,Salmonella Typhimurium
FD01875593,90371,Salmonella Typhimurium
FD01875594,90371,Salmonella Typhimurium
FD01875595,90371,Salmonella Typhimurium
FD01875597,90371,Salmonella Typhimurium
FD01875598,90371,Salmonella Typhimurium
FD01875599,90371,Salmonella Typhimurium
FD01875600,90371,Salmonella Typhimurium
FD01875603,90371,Salmonella Typhimurium
FD01875604,90371,Salmonella Typhimurium
FD01875605,90371,Salmonella Typhimurium
FD01875606,90371,Salmonella Typhimurium
FD01875607,90371,Salmonella Typhimurium
FD01875608,90371,Salmonella Typhimurium
FD01875609,90371,Salmonella Typhimurium
